clade_name	UCI_9	UCI_8	UCI_86	UCI_85	UCI_84	UCI_83	UCI_82	UCI_81	UCI_80	UCI_7	UCI_79	UCI_78	UCI_77	UCI_76	UCI_75	UCI_74	UCI_73	UCI_72	UCI_71	UCI_70	UCI_6	UCI_69	UCI_68	UCI_67	UCI_66	UCI_65	UCI_64	UCI_63	UCI_62	UCI_61	UCI_60	UCI_5	UCI_59	UCI_58	UCI_57	UCI_56	UCI_55	UCI_54	UCI_53	UCI_52	UCI_51	UCI_50	UCI_4	UCI_49	UCI_48	UCI_47	UCI_46	UCI_45	UCI_44	UCI_43	UCI_42	UCI_41	UCI_40	UCI_3	UCI_39	UCI_38	UCI_37	UCI_36	UCI_35	UCI_34	UCI_33	UCI_32	UCI_31	UCI_30	UCI_2	UCI_29	UCI_28	UCI_27	UCI_26	UCI_25	UCI_24	UCI_23	UCI_22	UCI_21	UCI_20	UCI_1	UCI_19	UCI_18	UCI_17	UCI_16	UCI_15	UCI_14	UCI_13	UCI_12	UCI_11	UCI_10	MLVS_9	MLVS_8	MLVS_7	MLVS_6	MLVS_5	MLVS_4	MLVS_3	MLVS_36	MLVS_35	MLVS_34	MLVS_33	MLVS_32	MLVS_31	MLVS_30	MLVS_2	MLVS_29	MLVS_28	MLVS_27	MLVS_26	MLVS_25	MLVS_24	MLVS_23	MLVS_22	MLVS_21	MLVS_20	MLVS_1	MLVS_19	MLVS_18	MLVS_17	MLVS_16	MLVS_15	MLVS_14	MLVS_13	MLVS_12	MLVS_11	MLVS_10	Lewis_9	Lewis_99	Lewis_98	Lewis_97	Lewis_96	Lewis_95	Lewis_94	Lewis_93	Lewis_92	Lewis_91	Lewis_90	Lewis_8	Lewis_89	Lewis_88	Lewis_87	Lewis_86	Lewis_85	Lewis_84	Lewis_83	Lewis_82	Lewis_81	Lewis_80	Lewis_7	Lewis_79	Lewis_78	Lewis_77	Lewis_76	Lewis_75	Lewis_74	Lewis_73	Lewis_72	Lewis_71	Lewis_70	Lewis_6	Lewis_69	Lewis_68	Lewis_67	Lewis_66	Lewis_65	Lewis_64	Lewis_63	Lewis_62	Lewis_61	Lewis_60	Lewis_5	Lewis_59	Lewis_58	Lewis_57	Lewis_56	Lewis_55	Lewis_54	Lewis_53	Lewis_52	Lewis_51	Lewis_50	Lewis_4	Lewis_49	Lewis_48	Lewis_47	Lewis_46	Lewis_45	Lewis_44	Lewis_43	Lewis_42	Lewis_41	Lewis_40	Lewis_3	Lewis_39	Lewis_38	Lewis_37	Lewis_36	Lewis_35	Lewis_34	Lewis_33	Lewis_32	Lewis_31	Lewis_30	Lewis_2	Lewis_29	Lewis_27	Lewis_26	Lewis_25	Lewis_24	Lewis_23	Lewis_22	Lewis_21	Lewis_20	Lewis_1	Lewis_19	Lewis_18	Lewis_17	Lewis_16	Lewis_13	Lewis_12	Lewis_11	Lewis_116	Lewis_115	Lewis_114	Lewis_113	Lewis_112	Lewis_111	Lewis_110	Lewis_10	Lewis_109	Lewis_108	Lewis_107	Lewis_106	Lewis_105	Lewis_104	Lewis_103	Lewis_102	Lewis_101	Lewis_100	italy_8	italy_4	italy_3	italy_2	italy_1	HMP_8	HMP_7	HMP_5	HMP_4	HMP_3	HMP_2	HMP_27	HMP_26	HMP_24	HMP_22	HMP_21	HMP_20	HMP_1	HMP_18	HMP_16	HMP_14	HMP_12	HMP_10	hadza_9	hadza_8	hadza_6	hadza_3	hadza_2	hadza_25	hadza_24	hadza_23	hadza_22	hadza_20	hadza_19	hadza_18	hadza_16	hadza_13	hadza_12	hadza_10
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	3.65314	2.9357	1.83942	2.9422	0.9776	1.33817	1.33827	3.67848	1.86145	2.83489	1.76851	4.48173	1.81051	2.79703	2.17445	2.07802	2.28686	1.39258	1.12534	1.1805	2.16405	0.68929	1.32804	1.1754	2.45745	3.04167	4.36143	1.97396	3.01311	0.44316	1.88394	1.10679	0.81588	0.73999	0.35635	1.50382	3.57956	4.01997	2.58356	3.22762	2.19068	2.31726	0.63882	0.3383	3.03029	2.43998	2.09617	3.08956	2.27586	1.56912	2.32835	1.98755	0.96842	0.94754	4.32168	3.82917	0	0.75128	0	0	0.95297	2.15792	3.81627	4.26994	0.78887	4.94469	3.00439	4.30683	4.29029	4.82375	2.89621	5.07694	2.02402	5.9082	2.96587	0.6644	1.8142	3.48867	3.26933	0.92786	0.78698	0.89645	1.14396	3.17656	2.89779	3.01959	0.4169	0.29235	0.9416	1.36882	0.44976	0.52548	0.87306	0.10611	0.69264	1.42674	0.13356	0.57908	0.45171	0.94711	1.32404	0.52619	1.62693	0.14574	0.24195	2.53101	0.45942	1.59087	1.70358	3.13521	1.47895	0.85816	2.54201	1.0266	0.82943	0	0.65771	0.84589	0.15878	0.40047	0.60652	0	0.57411	0.51769	1.48892	0	0.53843	0.38936	0.7275	0.00662	0	0.35277	1.41647	0.3052	0.26623	0.41436	2.21563	0	0	0.68294	2.58231	0	4.69033	1.17397	0.81932	1.27962	0.13925	0.10911	0.18138	0.07419	0.15426	3.18059	2.46269	0.77335	3.46981	0.1089	0.09886	6.28059	1.28394	1.51979	0.48553	0.21651	0.7788	1.14649	4.56303	1.49066	0.12473	0	0	0	0	0.03643	0.00673	0	0	0	0	0.04462	0	2.06436	0.13869	0.48836	1.73791	0.10754	0.41693	0.60227	0.07895	0.06164	0.52332	0.48792	1.41597	0.50135	1.69987	0.02092	0.06093	0.81688	2.38631	0	4.27554	0.4533	1.0678	0.43035	0.39334	0.74633	0.38309	3.4983	2.50597	0.84339	3.76775	0.45844	5.8142	1.12263	1.72121	0.56013	4.58471	0	0.42903	0.45428	0.43573	0.80906	0.02161	1.09641	0.44213	0.53571	0.79442	0	0.26536	0.48139	0.42132	0.6647	1.90909	1.18016	1.14302	1.53527	0.00689	0.79473	0.97834	0.57027	3.00263	0.70303	11.07434	10.6715	0	0.49648	0	0.22349	0.7101	0	0.99655	0	3.31823	2.56597	0	0	0.15285	0	0.89162	0	0.06991	0.10856	0.07439	0.10422	0.15465	0.00912	0.04492	0.01586	0.05967	0.31595	0.05454	0.12799	0.02805	0.43527	2.21979	0.194
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	3.65314	2.9357	1.83942	2.9422	0.9776	1.33817	1.33827	3.67848	1.86145	2.83489	1.76851	4.48173	1.81051	2.79703	2.17445	2.07802	2.28686	1.39258	1.12534	1.1805	2.16405	0.68929	1.32804	1.1754	2.45745	3.04167	4.36143	1.97396	3.01311	0.44316	1.88394	1.10679	0.81588	0.73999	0.35635	1.50382	3.57956	4.01997	2.58356	3.22762	2.19068	2.31726	0.63882	0.3383	3.03029	2.43998	2.09617	3.08956	2.27586	1.56912	2.32835	1.98755	0.96842	0.94754	4.32168	3.82917	0	0.75128	0	0	0.95297	2.15792	3.81627	4.26994	0.78887	4.94469	3.00439	4.30683	4.29029	4.82375	2.89621	5.07694	2.02402	5.9082	2.96587	0.6644	1.8142	3.48867	3.26933	0.92786	0.78698	0.89645	1.14396	3.17656	2.89779	3.01959	0.4169	0.28263	0.9416	1.36882	0.44976	0.52548	0.87306	0.10611	0.69264	1.42674	0.13356	0.57908	0.45171	0.94711	1.32404	0.52619	1.62693	0.14574	0.24195	2.53101	0.45942	1.59087	1.70358	3.13521	1.47895	0.85816	2.54201	1.0266	0.82943	0	0.65771	0.84589	0.15878	0.40047	0.60652	0	0.57411	0.51769	1.48892	0	0.53843	0.38936	0.7275	0.00662	0	0.35277	1.41647	0.3052	0.26623	0.41436	2.21563	0	0	0.68294	2.58231	0	4.69033	1.17397	0.81932	1.27962	0.13925	0.10911	0.18138	0.07419	0.15426	3.18059	2.46269	0.77335	3.46981	0.1089	0.09886	6.28059	1.28394	1.51979	0.48553	0.21651	0.7788	1.14649	4.56303	1.49066	0.12473	0	0	0	0	0.03643	0.00673	0	0	0	0	0.04462	0	2.06436	0.13869	0.48836	1.73791	0.10754	0.41693	0.60227	0.07895	0.06164	0.52332	0.48792	1.41597	0.50135	1.69987	0.02092	0.06093	0.81688	2.38631	0	4.27554	0.4533	1.0678	0.43035	0.39334	0.74633	0.38309	3.4983	2.50597	0.84339	3.76775	0.45844	5.8142	1.11778	1.72121	0.56013	4.58471	0	0.42903	0.45428	0.43573	0.80906	0.02161	1.09641	0.44213	0.53571	0.79442	0	0.26536	0.48139	0.42132	0.6647	1.90909	1.18016	1.14302	1.53527	0.00689	0.79473	0.97834	0.57027	3.00263	0.70303	11.07434	10.6715	0	0.49648	0	0.22349	0.7101	0	0.99655	0	3.31823	2.56597	0	0	0.15285	0	0.89162	0	0.06991	0.10856	0.07439	0.10422	0.15465	0.00912	0.04492	0.01586	0.05967	0.31595	0.05454	0.12799	0.02805	0.43527	2.21979	0.194
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_coprostanoligenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33146	0	0	0	1.29645	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00172	0	0	0	0.01537	0	0.01517	0	0	0.00777	0	0	0.03497	1.14511	0	0	0	0	0	0	0	0	0.29733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02448	0.03772	0.39328	0	0	0	0	0.55129	0	0.26536	0	0.02215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01093	0	0.09565	0	0	0	0	0.00737	0.25997	0	0	0	0	2.12245	0.02037
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_dolichum_CAG_375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062	0	0	0	0	0	0	0	0	0	0.00359	0.00351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02013	0	0	0	0.00185	0	0	0	0.01752	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	0	0.54162	0.09188	1.66508	0	0.02963	0.03392	1.67256	0.0401	0.52305	0.40121	3.1627	0.40786	0.37001	0.39719	0.32075	0.72508	0	0.42558	0	0.14488	0	0.26082	0.11148	0.25947	0.96292	1.90625	0.9321	0.97405	0	0.15459	0	0.02935	0	0.03889	0.17177	0.34479	0.62496	0.46648	0.08842	0.14076	1.80292	0	0.32039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3214	0.53443	0	0	1.45366	0.36272	1.10948	0.84612	1.55688	1.08655	0.57172	0.23724	0.53724	0	0	0	0.01766	0	0	0	0	0	0	0	0	0.26702	0.12784	0.22191	1.2418	0.22411	0.00566	0.43448	0.06817	0.59744	1.20363	0.02675	0.30692	0.15722	0.45033	0.31311	0.2865	1.47225	0	0.03216	2.41095	0.35201	1.34661	1.30915	1.30563	0.55857	0.66282	2.26828	0.88633	0.35005	0	0.19646	0.15968	0.04603	0	0.49233	0	0.01916	0.51769	0.0153	0	0.17131	0.1575	0.39604	0	0	0.14068	0.12002	0.12768	0.08468	0.02833	2.14701	0	0	0	0.12333	0	0	0.11404	0	1.27962	0.13925	0.10911	0	0	0	0	0	0	0.34233	0	0.09886	0	0	0	0	0.21651	0	0	0	0.13782	0.00924	0	0	0	0	0	0	0	0	0	0	0	0	0.04282	0.09242	0.43382	0.08601	0.01742	0.11246	0.27471	0.01964	0.00313	0.22717	0.12589	0.16175	0.07265	1.57669	0.00058	0.00204	0.03261	0.15525	0	0.00399	0	0.10129	0.22812	0.22061	0.05751	0	0.0063	0	0.02806	0.48191	0.03429	0	0.08136	0.10124	0.00063	0.01936	0	0	0.4298	0.36661	0.35975	0	0.01142	0.27664	0.38128	0.08664	0	0	0.08225	0.13268	0	0.25262	0.05912	0	0	0.00689	0	0.17329	0	0.20258	0	1.12787	0.87217	0	0.44497	0	0.07583	0.21549	0	0.18467	0	3.16215	2.41971	0	0	0.00689	0	0.73183	0	0.05623	0.00301	0.04413	0	0.02298	0	0	0	0	0.00249	0.00904	0	0	0	0.00133	0.00643
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	3.28894	2.3166	1.48779	1.08896	0.9776	1.2785	1.30436	1.3552	1.78269	2.20763	0.85831	1.254	1.2093	1.98382	1.08256	1.20674	1.15568	1.31234	0.69976	0.89016	1.87469	0.68929	0.97857	0.75351	2.16855	1.93933	2.10744	0.88045	1.89493	0.44316	1.56139	1.00168	0.78653	0.70833	0.31746	1.21038	2.56853	3.14325	1.89806	3.13117	2.04993	0.36453	0.23901	0	2.25066	1.75311	1.35984	2.01899	1.42227	1.41238	2.08219	1.11081	0.73909	0.19686	3.12648	2.58647	0	0	0	0	0.03574	1.07805	1.52793	2.74782	0.78887	1.19462	2.54503	3.19735	3.31118	3.21806	1.29278	3.22323	1.66636	4.04584	2.10858	0.26019	1.17657	2.03196	1.78302	0.91213	0.78698	0.84648	1.08247	2.66801	2.65199	2.83586	0.14411	0.09648	0.62242	0.09422	0.02599	0.11532	0.29999	0.03714	0.02525	0.16815	0.06792	0.17082	0.26003	0.1949	0.12112	0.01135	0.04226	0.10756	0.18701	0.04344	0.09048	0.1486	0.38823	0.13285	0.02301	0.11615	0.17286	0.03504	0.20267	0	0.03398	0.05205	0.00962	0.09229	0.03438	0	0.01963	0	0	0	0	0	0	0.00662	0	0	0	0.14251	0.0475	0.06287	0	0	0	0	0	0	0	0.05907	0.01991	0	0	0	0	0	0	0	0.35799	0.18332	0	0	0	0	0	0.57025	0.48553	0	0.7788	0.27452	0	0.331	0.01058	0	0	0	0	0	0	0	0	0	0	0.01759	0	0.01648	0.01647	0.02577	0.10847	0.02273	0.02519	0.06326	0.04996	0.02736	0.26677	0.00379	0.02557	0.09451	0.01276	0.01785	0.02708	0.04095	0.04918	0	0.01468	0.08277	0.09145	0.09814	0.116	0	0.05349	0.07022	0.45271	0.29879	0.03524	0.10477	0	1.03642	0.48428	0.51382	0.12144	0	0.24487	0	0.01458	0.01779	0.01949	0.04681	0.06286	0.0376	0.05663	0	0	0.06351	0.09462	0	0.39722	0	1.14302	0	0	0.65687	0.77859	0.30534	0.33313	0.12008	0.00558	0.00257	0	0.05117	0	0.00568	0	0	0.00692	0	0.00111	0	0	0	0.0188	0	0.00116	0	0.00659	0.06894	0.01248	0.00705	0.0355	0.00813	0	0.00257	0.02749	0.00522	0.01185	0.00199	0.00441	0	0.03528	0.11606
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0	0.07748	0.06435	0	0	0	0	0.13061	0.03866	0.10421	0.10611	0.01526	0	0	0	0	0	0.08024	0	0.29034	0.14447	0	0.08864	0.3104	0	0.0803	0.19001	0.12258	0.12339	0	0.00958	0.0714	0	0.02685	0	0.04325	0	0	0	0	0	0.04442	0.00756	0	0.28944	0.3179	0.32539	0.27604	0.29731	0.15674	0.24616	0.87674	0.20285	0.10199	0.3793	0.08211	0	0	0	0	0	0.0285	0.23611	0.16256	0	0.04737	0.09663	0	0.13299	0.04882	0.25212	1.27112	0.08582	1.16556	0.05262	0.00386	0.1296	0.14823	0.20314	0	0	0.00729	0	0	0	0	0.00577	0.01758	0.09726	0.0328	0.00564	0.0138	0.04834	0.00079	0.03266	0.02293	0.02932	0	0.01501	0	0.05808	0	0	0	0	0.07516	0.00096	0	0	0	0.0259	0.03862	0.10087	0	0.01134	0	0	0.01222	0.02274	0.18176	0.07981	0	0.00494	0	0	0	0	0	0	0	0	0	0	0	0.0304	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13221	0	0	0	0	0	0	0	0	0	1.28394	0	0	0	0	0.05908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04707	0.01425	0.00186	0.01715	0.0003	0.00129	0	0.00072	0.00079	0.02938	0.00209	0.01078	0.00041	0.02182	0	0	0.00841	0.00167	0	0	0	0.00086	0.02098	0	0.2792	0.05763	0.10736	0.05671	0.06439	0.00646	0.00336	0	0	0	0	0.02467	0	0.00763	0	0.00964	0.00987	0	0.02709	0.09964	0	0	0	0	0	0.05146	0	0.06357	1.10351	0	0	0	0	0.02646	0.03024	0.01286	0.25232	0.02303	0.0229	0	0	0	0.01003	0	0	0	0	0.00868	0.00765	0	0	0.02878	0	0.07523	0	0.00709	0.02569	0.01777	0	0.00795	0	0	0	0.02481	0.04826	0.03365	0.00246	0.01365	0	0.04863	0.05115
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35521	1.37791	1.33831	0	2.11646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80462	0.18738	0	0	0	0	0	0	0	0	0.82758	0	0	0	0	0	0.374	0.55466	0	0	0	0	0.08927	0	0.42091	0	0	0	0	0	0	0.21208	0	0	0	0	0	0	0	0	2.45897	0	3.61315	0	0.79941	0	0	0	0	0	0	2.87741	1.5892	0	2.70178	0.1089	0	6.28059	0	0	0	0	0	0.81289	4.56303	0	0.10491	0	0	0	0	0.03643	0.00673	0	0	0	0	0.02531	0	0	0	0	0.50769	0.04719	0	0.01361	0	0	0	0.2758	0.02384	0.00457	0	0	0	0	2.1802	0	3.27077	0.06228	0.00026	0	0	0	0	2.88553	1.4455	0	2.75526	0.0159	5.80899	0	0	0	4.38384	0	0.17417	0	0.0014	0	0.00212	0.88114	0.00299	0	0.08241	0	0	0	0	0.6647	0.00491	0	0	0	0	0	0	0	1.24425	0	9.90913	9.77267	0	0	0	0	0.48413	0	0.35469	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0.04271	0.00099	0	0	0	0	0	0	0	0.43527	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1029	0	0	0	0.03202	0	0	0	0.18951	0	0	0	0	0	0	0	0.07542	0	0	0	0	0	0	0	0	0	0	0.01284	0	0	0	0.40842	0	1.05271	0	0.36712	0.23186	0	0	0	0	0	0	0.10365	0	0	0	0	0.66858	0	0	1.07718	1.00086	0	0	0	0	0.04916	0	0	0.30318	0	0	0.4257	0	0	0	0	0.85055	0	0	0	0	0	0.9477	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14306	0	0.01123	1.01093	0.00457	0.26177	0.24992	0	0.03036	0	0.00303	0.02775	0	0	0	0.03181	0.61939	0	0	0.9861	0.00903	0.86807	0	0	0.36229	0	0.42554	0	0	0.44091	0.30012	0	0	0.86201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10466	0.12041	0	0.95588	0	0	0	0	0	0	0	1.08565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04006	0	0.04492	0.01329	0	0	0	0.12354	0	0	0	0
