clade_name	UCI_9	UCI_8	UCI_86	UCI_85	UCI_84	UCI_83	UCI_82	UCI_81	UCI_80	UCI_7	UCI_79	UCI_78	UCI_77	UCI_76	UCI_75	UCI_74	UCI_73	UCI_72	UCI_71	UCI_70	UCI_6	UCI_69	UCI_68	UCI_67	UCI_66	UCI_65	UCI_64	UCI_63	UCI_62	UCI_61	UCI_60	UCI_5	UCI_59	UCI_58	UCI_57	UCI_56	UCI_55	UCI_54	UCI_53	UCI_52	UCI_51	UCI_50	UCI_4	UCI_49	UCI_48	UCI_47	UCI_46	UCI_45	UCI_44	UCI_43	UCI_42	UCI_41	UCI_40	UCI_3	UCI_39	UCI_38	UCI_37	UCI_36	UCI_35	UCI_34	UCI_33	UCI_32	UCI_31	UCI_30	UCI_2	UCI_29	UCI_28	UCI_27	UCI_26	UCI_25	UCI_24	UCI_23	UCI_22	UCI_21	UCI_20	UCI_1	UCI_19	UCI_18	UCI_17	UCI_16	UCI_15	UCI_14	UCI_13	UCI_12	UCI_11	UCI_10	MLVS_9	MLVS_8	MLVS_7	MLVS_6	MLVS_5	MLVS_4	MLVS_3	MLVS_36	MLVS_35	MLVS_34	MLVS_33	MLVS_32	MLVS_31	MLVS_30	MLVS_2	MLVS_29	MLVS_28	MLVS_27	MLVS_26	MLVS_25	MLVS_24	MLVS_23	MLVS_22	MLVS_21	MLVS_20	MLVS_1	MLVS_19	MLVS_18	MLVS_17	MLVS_16	MLVS_15	MLVS_14	MLVS_13	MLVS_12	MLVS_11	MLVS_10	Lewis_9	Lewis_99	Lewis_98	Lewis_97	Lewis_96	Lewis_95	Lewis_94	Lewis_93	Lewis_92	Lewis_91	Lewis_90	Lewis_8	Lewis_89	Lewis_88	Lewis_87	Lewis_86	Lewis_85	Lewis_84	Lewis_83	Lewis_82	Lewis_81	Lewis_80	Lewis_7	Lewis_79	Lewis_78	Lewis_77	Lewis_76	Lewis_75	Lewis_74	Lewis_73	Lewis_72	Lewis_71	Lewis_70	Lewis_6	Lewis_69	Lewis_68	Lewis_67	Lewis_66	Lewis_65	Lewis_64	Lewis_63	Lewis_62	Lewis_61	Lewis_60	Lewis_5	Lewis_59	Lewis_58	Lewis_57	Lewis_56	Lewis_55	Lewis_54	Lewis_53	Lewis_52	Lewis_51	Lewis_50	Lewis_4	Lewis_49	Lewis_48	Lewis_47	Lewis_46	Lewis_45	Lewis_44	Lewis_43	Lewis_42	Lewis_41	Lewis_40	Lewis_3	Lewis_39	Lewis_38	Lewis_37	Lewis_36	Lewis_35	Lewis_34	Lewis_33	Lewis_32	Lewis_31	Lewis_30	Lewis_2	Lewis_29	Lewis_27	Lewis_26	Lewis_25	Lewis_24	Lewis_23	Lewis_22	Lewis_21	Lewis_20	Lewis_1	Lewis_19	Lewis_18	Lewis_17	Lewis_16	Lewis_13	Lewis_12	Lewis_11	Lewis_116	Lewis_115	Lewis_114	Lewis_113	Lewis_112	Lewis_111	Lewis_110	Lewis_10	Lewis_109	Lewis_108	Lewis_107	Lewis_106	Lewis_105	Lewis_104	Lewis_103	Lewis_102	Lewis_101	Lewis_100	italy_8	italy_4	italy_3	italy_2	italy_1	HMP_8	HMP_7	HMP_5	HMP_4	HMP_3	HMP_2	HMP_27	HMP_26	HMP_24	HMP_22	HMP_21	HMP_20	HMP_1	HMP_18	HMP_16	HMP_14	HMP_12	HMP_10	hadza_9	hadza_8	hadza_6	hadza_3	hadza_2	hadza_25	hadza_24	hadza_23	hadza_22	hadza_20	hadza_19	hadza_18	hadza_16	hadza_13	hadza_12	hadza_10
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	0.00208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00678	0	0	0	0	0	0	0.02994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43288	0.0246	0.0131	0	0.01827	0	0	0	0	0	0	0	0	0	0	0.02354	0	0	0	0	0	0	0	0	0	0	0.00538	0	0	0	0.00192	0.00773	0	0.00984	0	0.00211	0.01316	0.00095	0.02438	0	0	0.00094	0	0	0	0	0	0.01191	0	0	0	0.00206	0	0	0	0	0.02314	0	0	0.23498	0	0.05052	0.00102	0.14962	0	0.00191	0	0	0	0	0.00203	0.0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02882	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11282	0.02678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216	0.00122	0.00041	0.00466	0.00228	0.00437	0.00175	0.00131	0.0018	0	0.002	0.00407	0.00059	0.00144	0.00172	0.00203	0.00196	0.00173	0.12533	0.00284	0	0.00287	0.01336	0.0011	0	0	0	0.00614	0.00086	0.005	0.00198	0	0.00174	0.00065	0.00558	0.00188	0	0	0	0.0006	0.00254	0	0.00029	0	0.11494	0	0	0	0.04029	0.01717	0	0.00135	0	0	0	0	0	0	0	0	0	0.00096	0.00027	0	0.01278	0	0.14515	0	0	0	0	0.00018	0	0	0	0.00207	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207	0	0.00192	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	0.02532	0.01009	0.00353	0	0.02234	0.01284	0.02461	0.01071	0.02098	0.01358	0.03333	0.01664	0	0	0	0	0	0	0	0	0.02119	0	0	0	0.02164	0	0	0	0	0	0	0.1435	0	0	0	0	0.0035	0	0	0.00374	0	0.00449	0.01698	0.09485	0	0	0.0123	0.00867	0	0.04914	0.05721	0.07313	0.01788	0.10499	0	0.00402	0	0	0	0	0	0	0	0.03613	0.08041	0	0.02288	0.03059	0	0	0	0	0	0	0	0.04988	0	0	0	0.01715	0.0343	0.02498	0.01704	0.01952	0.05551	0.0384	0.00559	0.13586	0	0	0.00498	0.00433	0.00956	0	0	0	0	0	0.00336	0.00142	0.00422	0	0	0	0.0008	0.00213	0.00183	0	0.01959	0	0	0.00229	0.03751	0	0.00652	0	0	0	0	0.0056	0.00262	0	0.00356	0	0	0	0	0	0	0	0	0	0	0.0049	0.03675	0	0	0	0	0	0	0.09686	0	0	0.00853	0	0	0	0	0	0	0	0	0	0	0.00412	0	0	0	0	0	0.13806	0	0	0	0	0.00182	0	0	0	0	0	0	0	0	0	0	0.00401	0	0.00561	0.00206	0.002	0.00966	0.00497	0.00838	0.00649	0.00602	0.00645	0.01472	0.00197	0.01347	0.00255	0.00338	0.0068	0.00306	0.00482	0.00457	0.21747	0.00894	0.01408	0.00796	0.10179	0.00289	0	0	0.00094	0.0051	0.00427	0.02726	0.00939	0.00062	0.00337	0.00056	0.01067	0.00429	0	0.00754	0	0.00182	0.00703	0.00183	0.00047	0	0.18515	0.00094	0	0	0.00513	0.05398	0	0.00532	0	0	0	0	0	0	0	0	0	0.00488	0.00649	0	0.00027	0	0.00298	0	0	0.00194	0	0	0.00036	0	0	0.00341	0	0.00046	0	0	0.00201	0	0	0	0	0	0	0.02346	0	0.00701	0	0.0022	0	0	0.00055
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma	0.01689	0.0051	0	0	0	0.03258	0.00417	0	0	0.00199	0.01187	0	0	0	0	0	0	0	0	0	0.00461	0	0	0	0.01879	0	0	0	0	0	0	0.07661	0.00406	0	0	0	0	0	0	0	0	0	0.00335	0.02436	0	0.01616	0.00939	0.0035	0	0	0	0.03539	0	0.06764	0	0	0	0	0	0	0	0.01021	0	0.00921	0.07209	0	0	0	0	0	0	0	0	0	0	0.02711	0	0	0	0.02074	0.01816	0.00633	0.00945	0.02107	0.02259	0.01974	0.00459	0.00745	0	0	0	0	0	0	0	0	0	0	0	0	0.00209	0	0	0	0.00096	0	0.00067	0	0.00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145	0.00063	0	0.00539	0.00373	0.00543	0.00638	0.00515	0.00451	0	0.00202	0.00812	0.00189	0.00216	0.00579	0.00183	0.00372	0.00314	0.30125	0.00584	0.00505	0.00451	0.00433	0.00062	0	0	0	0.00125	0	0.00452	0	0.00067	0.00113	0	0.00256	0.00908	0	0.00175	0	0.0009	0.00383	0	0.0002	0	0.01036	0	0	0	0.00023	0.03255	0	0.0041	0	0	0	0	0	0	0	0	0	0.00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00099	0	0	0	0	0	0	0	0	0	0	0	0.00518	0	0	0	0.00027	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis	0.00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01591	0	0	0	0	0	0	0	0	0	0	0.01928	0	0	0	0	0	0	0	0	0	0	0.00452	0	0	0	0.00562	0	0	0	0	0.00803	0.00333	0	0.00276	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0.00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0.00191	0.00123	0.00156	0.0028	0.00118	0.00152	0	0.00064	0.00113	0	0.0004	0.00146	0.00049	0.00109	0.00068	0.08734	0.00098	0	0.00181	0.00067	0	0	0	0	0.00016	0	0.00054	0	0	0	0	0.00019	0.00758	0	0	0	0.00046	0.00091	0	0	0	0.0021	0	0	0	0	0.00917	0	0.0011	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00046	0	0	0	0	0	0	0	0	0	0	0	0.00126	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__[Collinsella]_massiliensis	0.01372	0.0051	0	0	0	0.03258	0.00417	0	0	0.00199	0.01187	0	0	0	0	0	0	0	0	0	0.00461	0	0	0	0.01879	0	0	0	0	0	0	0.05375	0.00406	0	0	0	0	0	0	0	0	0	0.00335	0.02436	0	0.01616	0.00939	0.0035	0	0	0	0.03539	0	0.05173	0	0	0	0	0	0	0	0.01021	0	0.00921	0.05281	0	0	0	0	0	0	0	0	0	0	0.02259	0	0	0	0.01512	0.01816	0.00633	0.00945	0.02107	0.01456	0.01641	0.00459	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0.00151	0	0	0	0	0	0.00067	0	0.00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127	0.00063	0	0.00349	0.0025	0.00387	0.00357	0.00397	0.00299	0	0.00138	0.00699	0.00189	0.00175	0.00433	0.00134	0.00262	0.00246	0.21391	0.00486	0.00505	0.0027	0.00366	0.00062	0	0	0	0.00109	0	0.00398	0	0.00067	0.00113	0	0.00237	0.0015	0	0.00175	0	0.00044	0.00292	0	0.0002	0	0.00826	0	0	0	0.00023	0.02338	0	0.003	0	0	0	0	0	0	0	0	0	0.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053	0	0	0	0	0	0	0	0	0	0	0	0.00392	0	0	0	0.00027	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.12394	0.2127	0.09407	0	0.14268	0.19842	0.17451	0.03396	0.17295	0.21488	0.03638	0.04064	0.25415	0.09673	0.12415	0.11671	0.15673	0.3004	0	0.17291	0.26119	0.00584	0	0.07395	0.18241	0.04363	0.2085	0.20377	0.08834	0	0.07919	0	0.00535	0.08794	0	0.05543	0	0	0	0.01572	0.00487	0	0	0	0.00453	0	0.00645	0.03967	0.0148	0.30471	0.10106	0.26331	0.48076	0.00877	0.08619	0.79484	0.10397	0.17667	0.42697	0.15079	0.06832	0	0	0.05885	0.00836	0	0.05093	0.53377	0	0.13725	0	0.02878	0	0.13137	0	0	0	0	0.20394	0.08264	0.16891	0.10428	0.05215	0.86324	0.41001	0.31426	0.37065	0.02645	0.03366	0.0109	0.08734	0.14682	0.09621	0.16327	0.16836	0.0849	0.10949	0.06933	0.00608	0.0791	0.00087	0.03559	0.05418	0.00972	0.11568	0.09397	0.03298	0.01159	0.00316	0.02984	1.71567	0.15477	0.06443	0.03701	0.14604	0	0.03157	0.13508	0	0.13017	0.05478	0.07779	0	0	0	0	0	0	0.03582	0	0	0	0	0.02124	0.03411	0	0	0	0	0	0	0	0	0	0.00096	0	0	0	0	0	0	0	0	0	0	0.00885	0	0	0.27711	0	0	0	0	0.51314	0	0.57198	0.00655	0	0	0	0	0	0	0	0	0	0	0.01054	0	0.01215	0.00255	0.00366	0.00714	0.00896	0.00701	0.00654	0.00666	0.0051	0.06509	0.00183	0.01939	0.00525	0.0048	0.004	0.00675	0.01416	0.00366	0.08601	0.01181	0.06951	0.02083	0.01705	0.03205	0.17016	0.02215	0.04404	0.0757	0.02916	0.0235	0.05928	0.1253	0.21113	0.10867	0.04332	0.03902	0	0.02211	0.02259	0.04279	0.04613	0.02482	0.00771	0.02592	0.08385	0.02407	0	0	0.0058	0.08774	0	0.47315	0.26966	0.07491	0	0	0	0	0	0	0.00871	0.00088	0.00455	0	0.00505	0	0.00137	0	0	0	0	0.02726	0.04275	0	0	0.00148	0	0.01503	0	0.01517	0.0868	0.0088	0.00537	0	0	0	0.02731	0.1835	0.0181	0.03492	0	0.01435	0	0	0.05265
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.12394	0.2127	0.09407	0	0.14268	0.19842	0.17451	0.03396	0.17295	0.21488	0.03638	0.04064	0.25415	0.09673	0.12415	0.11671	0.15673	0.3004	0	0.17291	0.26119	0.00584	0	0.07395	0.18241	0.04363	0.2085	0.20377	0.08834	0	0.07919	0	0.00535	0.08794	0	0.05543	0	0	0	0.01572	0.00487	0	0	0	0.00453	0	0.00645	0.03967	0.0148	0.30471	0.10106	0.26331	0.48076	0.00877	0.08619	0.79484	0.10397	0.17667	0.42697	0.15079	0.06832	0	0	0.05885	0.00836	0	0.05093	0.53377	0	0.13725	0	0.02878	0	0.13137	0	0	0	0	0.20394	0.08264	0.16891	0.10428	0.05215	0.86324	0.41001	0.31426	0.37065	0.02645	0.03366	0.0109	0.08734	0.14682	0.09621	0.16327	0.16836	0.0849	0.10949	0.06933	0.00608	0.0791	0.00087	0.03559	0.05418	0.00972	0.11568	0.09397	0.03298	0.01159	0.00316	0.02984	1.71567	0.15477	0.06443	0.03701	0.14604	0	0.03157	0.13508	0	0.13017	0.05478	0.07779	0	0	0	0	0	0	0.03582	0	0	0	0	0.02124	0.03411	0	0	0	0	0	0	0	0	0	0.00096	0	0	0	0	0	0	0	0	0	0	0.00885	0	0	0.27711	0	0	0	0	0.51314	0	0.57198	0.00655	0	0	0	0	0	0	0	0	0	0	0.01054	0	0.01215	0.00255	0.00366	0.00714	0.00896	0.00701	0.00654	0.00666	0.0051	0.06509	0.00183	0.01939	0.00525	0.0048	0.004	0.00675	0.01416	0.00366	0.08601	0.01181	0.06951	0.02083	0.01705	0.03205	0.17016	0.02215	0.04404	0.0757	0.02916	0.0235	0.05928	0.1253	0.21113	0.10867	0.04332	0.03902	0	0.02211	0.02259	0.04279	0.04613	0.02482	0.00771	0.02592	0.08385	0.02407	0	0	0.0058	0.08774	0	0.47315	0.26966	0.07491	0	0	0	0	0	0	0.00871	0.00088	0.00455	0	0.00505	0	0.00137	0	0	0	0	0.02726	0.04275	0	0	0.00148	0	0.01503	0	0.01517	0.0868	0.0088	0.00537	0	0	0	0.02731	0.1835	0.0181	0.03492	0	0.01435	0	0	0.05265
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	0.05365	0.02768	0.02867	0	0.03712	0.05905	0.05818	0	0.03996	0.03449	0.01251	0	0	0	0	0	0	0.05063	0	0.00435	0.02487	0	0	0	0.02887	0.0285	0.09183	0.06459	0.03104	0	0.02539	0	0.00176	0.0236	0	0.00374	0	0	0	0.00893	0	0	0	0	0	0	0	0.01406	0.00353	0	0	0	0	0	0	0.05062	0	0	0	0	0	0	0	0.04786	0	0	0	0	0	0	0	0.00903	0	0.08719	0	0	0	0	0	0.0084	0.01548	0.02376	0	0.25395	0.05059	0.13784	0.08892	0.00971	0.00488	0	0.03865	0.0183	0.01577	0.05334	0.07884	0.01948	0.0332	0.02814	0.00256	0.0392	0	0.0202	0.01481	0	0.0345	0.02716	0.0168	0	0	0.00761	0.50231	0.0202	0.01421	0.01608	0.02879	0	0.00969	0.04532	0	0.05104	0.00945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00533	0.00575	0.06591	0	0.00933	0.0214	0	0.00397	0	0	0.04279	0	0.00691	0.02356	0	0	0	0	0	0	0.0031	0.00457	0.01144	0	0	0	0.00159	0.0001	0	0.02515	0	0	0	0	0	0	0	0	0	0.00062	0.00238	0	0	0	0	0	0	0	0	0.00575	0.00848	0	0	0	0	0.00376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0.05365	0.02768	0.02867	0	0.03712	0.05905	0.05818	0	0.03996	0.03449	0.01251	0	0	0	0	0	0	0.05063	0	0.00435	0.02487	0	0	0	0.02887	0.0285	0.09183	0.06459	0.03104	0	0.02539	0	0.00176	0.0236	0	0.00374	0	0	0	0.00893	0	0	0	0	0	0	0	0.01406	0.00353	0	0	0	0	0	0	0.05062	0	0	0	0	0	0	0	0.04786	0	0	0	0	0	0	0	0.00903	0	0.08719	0	0	0	0	0	0.0084	0.01548	0.02376	0	0.25395	0.05059	0.13784	0.08892	0.00971	0.00488	0	0.03865	0.0183	0.01577	0.05334	0.07884	0.01948	0.0332	0.02814	0.00256	0.0392	0	0.0202	0.01481	0	0.0345	0.02716	0.0168	0	0	0.00761	0.50231	0.0202	0.01421	0.01608	0.02879	0	0.00969	0.04532	0	0.05104	0.00945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00533	0.00575	0.06591	0	0.00933	0.0214	0	0.00397	0	0	0.04279	0	0.00691	0.02356	0	0	0	0	0	0	0.0031	0.00457	0.01144	0	0	0	0.00159	0.0001	0	0.02515	0	0	0	0	0	0	0	0	0	0.00062	0.00238	0	0	0	0	0	0	0	0	0.00575	0.00848	0	0	0	0	0.00376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter	0.07029	0.01024	0.0654	0	0.05623	0.05016	0.03973	0.03396	0.04977	0.02261	0.02387	0.04064	0	0	0	0	0	0.18276	0	0.09646	0.01876	0.00584	0	0.03867	0.02963	0.0062	0.03093	0.02317	0.00916	0	0.0538	0	0.00359	0.06435	0	0.05169	0	0	0	0.0068	0.00487	0	0	0	0.00453	0	0.00645	0.02561	0.01126	0	0	0	0	0.00055	0	0.00417	0	0	0	0	0	0	0	0.01099	0.00339	0	0	0	0	0	0	0.01666	0	0.02601	0	0	0	0	0	0.01525	0.01209	0.0315	0.00472	0.27141	0.07841	0.14183	0.14625	0.01379	0.01641	0.00407	0.04559	0.0358	0.02284	0.043	0.06656	0.0248	0.07629	0.04119	0.00352	0.0399	0.00087	0.01538	0.01622	0	0.05383	0.06681	0.01415	0	0.00246	0.02222	0.73234	0.09384	0.05022	0.00818	0.06316	0	0.02188	0.01677	0	0.05341	0.03541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00924	0.01366	0.05485	0.00049	0.00477	0.0271	0	0.00355	0	0	0.11782	0	0.01958	0.01473	0	0	0	0	0	0	0.00461	0.00075	0.05254	0	0	0	0.00149	0.00026	0	0.04805	0	0.07491	0	0	0	0	0	0	0.00871	0.00025	0.00218	0	0	0	0.00137	0	0	0	0	0.00797	0.01362	0	0	0.00072	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus	0.07029	0.01024	0.0654	0	0.05623	0.05016	0.03973	0.03396	0.04977	0.02261	0.02387	0.04064	0	0	0	0	0	0.18276	0	0.09646	0.01876	0.00584	0	0.03867	0.02963	0.0062	0.03093	0.02317	0.00916	0	0.0538	0	0.00359	0.06435	0	0.05169	0	0	0	0.0068	0.00487	0	0	0	0.00453	0	0.00645	0.02561	0.01126	0	0	0	0	0.00055	0	0.00417	0	0	0	0	0	0	0	0.01099	0.00339	0	0	0	0	0	0	0.01666	0	0.02601	0	0	0	0	0	0.01525	0.01209	0.0315	0.00472	0.27141	0.07841	0.14183	0.14625	0.01379	0.01641	0.00407	0.04559	0.0358	0.02284	0.043	0.06656	0.0248	0.07629	0.04119	0.00352	0.0399	0.00087	0.01538	0.01622	0	0.05383	0.06681	0.01415	0	0.00246	0.02222	0.73234	0.09384	0.05022	0.00818	0.06316	0	0.02188	0.01677	0	0.05341	0.03541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00924	0.01366	0.05485	0.00049	0.00477	0.0271	0	0.00355	0	0	0.11782	0	0.01958	0.01473	0	0	0	0	0	0	0.00461	0.00075	0.05254	0	0	0	0.00149	0.00026	0	0.04805	0	0.07491	0	0	0	0	0	0	0.00871	0.00025	0.00218	0	0	0	0.00137	0	0	0	0	0.00797	0.01362	0	0	0.00072	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Denitrobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	0	0	0	0	0	0	0	0.00043	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Denitrobacterium|s__Denitrobacterium_detoxificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	0	0	0	0	0	0	0	0.00043	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	0	0	0	0	0.04348	0.05917	0.04859	0	0	0	0	0	0.19716	0.05193	0.07096	0.08286	0.07513	0.03687	0	0.0461	0	0	0	0.02752	0.01267	0.00894	0.04448	0.06469	0.03275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30471	0.10106	0.03507	0	0	0	0	0.10397	0.17667	0.38555	0.15079	0.06832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16931	0	0.0085	0	0	0.26808	0.21973	0.03209	0	0	0.00278	0	0	0	0	0.04208	0.00159	0	0	0	0	0	0	0	0	0.00354	0	0	0	0.00535	0.0007	0	0.26743	0	0	0	0.00498	0	0	0	0	0	0.00992	0.02757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06982	0	0	0	0	0.00623	0.02779	0.01466	0.02001	0.01066	0	0	0	0.08671	0.0208	0.08187	0	0	0	0	0	0	0	0	0	0.01279	0.01113	0	0	0	0.00096	0	0	0	0.19419	0	0	0	0	0	0	0	0	0	0	0	0.00462	0	0	0	0	0	0	0.00468	0.00567	0	0	0	0	0.00388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
